img_path,question,ground_truth,predicts
vivqa-dataset/images/image_501835.jpg,cặp ngựa kéo cái gì,xe,xe
vivqa-dataset/images/image_367579.jpg,đang ăn cỏ trên cánh đồng,con ngựa,con ngựa
vivqa-dataset/images/image_362469.jpg,kích thước trung bình trong một khối nước lớn đã làm gì,con thuyền,con thuyền
vivqa-dataset/images/image_497096.jpg,màu đỏ chống đỡ cái gì đang lăn xuống đường băng,máy bay,màu đỏ
vivqa-dataset/images/image_417465.jpg,những gì chúng ta là lưỡi dài của anh ta nhô ra,gấu,gấu
vivqa-dataset/images/image_421499.jpg,có gì nằm trên cỏ,con bò,con bò
vivqa-dataset/images/image_450479.jpg,những gì đỗ trước cửa hàng volvo,xe buýt,xe buýt
vivqa-dataset/images/image_540196.jpg,người đàn ông trong một vest ăn gì,chuối,chuối
vivqa-dataset/images/image_431746.jpg,người đàn ông cầm cái hộp đựng chuối vàng giữ gì,điện thoại,điện thoại
vivqa-dataset/images/image_520941.jpg,những gì đang đậu bên ngoài cửa hàng suzuki,xe máy,xe đạp
vivqa-dataset/images/image_502275.jpg,cái gì đang ngồi trong hộp khăn giấy,con mèo,con mèo
vivqa-dataset/images/image_361341.jpg,có gì trên cây,gấu,gấu
vivqa-dataset/images/image_448868.jpg,những gì xếp hàng trên đường phố tuyết,xe tải,xe tải
vivqa-dataset/images/image_353408.jpg,những gì đang rửa những đứa trẻ trong một dòng sông bùn,con voi,con voi
vivqa-dataset/images/image_357903.jpg,trứng chiên với lòng đỏ chảy nước làm bằng pho mát tan chảy và rau bina làm gì,pizza,pizza
vivqa-dataset/images/image_509822.jpg,những gì bị khóa và treo trên cửa,xe đạp,xe đạp
vivqa-dataset/images/image_528232.jpg,cái gì đang đứng trên cánh đồng với cái đầu cúi xuống,hươu cao cổ,con voi
vivqa-dataset/images/image_516186.jpg,những gì đang đứng cạnh bờ nước,con chim,con chim
vivqa-dataset/images/image_400547.jpg,những gì đang nổi lên trên mặt nước,con thuyền,con thuyền
vivqa-dataset/images/image_337551.jpg,bốn con chó bên ngoài và một con đang mặc cái gì và ngậm một quả bóng trong miệng,nón,nón
vivqa-dataset/images/image_488385.jpg,những gì đỗ ở phía trước của một tòa nhà,xe máy,xe máy
vivqa-dataset/images/image_457054.jpg,hai nhân viên sân bay chuyển những gì từ máy bay này sang máy bay khác,hàng hoá,xe tải
vivqa-dataset/images/image_473015.jpg,những gì đang trôi nổi trong ao bên cạnh những gò đất bùn trong nước,con vịt,con vịt
vivqa-dataset/images/image_558633.jpg,nhóm ăn gì ở bàn có đĩa màu đỏ và trắng,bữa ăn tối,pizza
vivqa-dataset/images/image_492469.jpg,những gì đi qua cỏ gần cát,con ngựa,con ngựa
vivqa-dataset/images/image_448078.jpg,những gì chờ đợi ở điểm dừng trong khi những người khác đậu dọc theo đường,xe cộ,xe tải
vivqa-dataset/images/image_552837.jpg,những gì đang đứng trên đồng cỏ,con ngựa,con ngựa
vivqa-dataset/images/image_413522.jpg,hai người bay những gì trong tuyết gần một ngọn núi phủ tuyết,diều,diều
vivqa-dataset/images/image_349837.jpg,những gì được xếp vào bức tường,tủ lạnh,tủ đá
vivqa-dataset/images/image_426687.jpg,những gì được nhìn thấy lang thang xung quanh vào ngày nắng,con voi,con voi
vivqa-dataset/images/image_450577.jpg,những gì gắn liền với máy chạy bộ,con ngựa,con ngựa
vivqa-dataset/images/image_477288.jpg,những người trẻ mặc trang phục mang về những gì,chiếc ô,chiếc ô
vivqa-dataset/images/image_526645.jpg,những gì đang đi qua một khu rừng đầy cây,hươu cao cổ,hươu cao cổ
vivqa-dataset/images/image_427649.jpg,những gì nằm trên một số nước bình tĩnh dưới một ngọn núi tuyết phủ,con thuyền,con thuyền
vivqa-dataset/images/image_551559.jpg,những gì đứng trong bút và cách nhau bởi các thùng hàng rào,ngựa vằn,ngựa rằn
vivqa-dataset/images/image_381682.jpg,người đàn ông ngửi thấy mùi gì trước khi uống nó trong buổi thử rượu,rượu,máy ảnh
vivqa-dataset/images/image_551685.jpg,những gì soar gần nước tại một bãi biển,diều,diều
vivqa-dataset/images/image_395378.jpg,những gì đang đứng trên dây trên hoa,con chim,con chim
vivqa-dataset/images/image_348519.jpg,cái gì chứa bánh sandwich bbq và một món salad nhỏ,đĩa ăn,đĩa ăn
vivqa-dataset/images/image_431234.jpg,những gì còn lại trên bàn trong phòng,gương,gương
vivqa-dataset/images/image_485532.jpg,những gì được hiển thị ở lô đất,xe tải,xe tải
vivqa-dataset/images/image_499903.jpg,cảnh quan để tạo ra thiết kế của một chiếc đồng hồ là gì,bông hoa,đồng hồ
vivqa-dataset/images/image_561009.jpg,những gì đậu trên đỉnh của một nhánh cây,con chim,con chim
vivqa-dataset/images/image_385873.jpg,cái gì lớn hơn hai pizza khác,pizza,pizza
vivqa-dataset/images/image_563424.jpg,đứa trẻ đang giữ gì ở một trò chơi,gậy,gậy
vivqa-dataset/images/image_538394.jpg,người đàn ông mặc đồ đen đang giữ những gì,dao,nón
vivqa-dataset/images/image_531512.jpg,người phụ nữ sử dụng cái gì,cỗ máy,con bò
vivqa-dataset/images/image_520154.jpg,cái gì nằm trên khay các tông,pizza,pizza
vivqa-dataset/images/image_471023.jpg,những gì đang bay qua nhóm người,phương tiện giao thông,tàu hỏa
vivqa-dataset/images/image_447200.jpg,những gì trên dây xích,con chó,con chó
vivqa-dataset/images/image_403231.jpg,những gì nằm trên chăn gần một cuốn sách,con mèo,con mèo
vivqa-dataset/images/image_546721.jpg,những gì neo neo trong nước mở trong một khu vực bến cảng,con thuyền,con thuyền
vivqa-dataset/images/image_341957.jpg,cái gì trên giường,gấu,con mèo
vivqa-dataset/images/image_342165.jpg,cao bồi chăn gia súc thành một nhóm là gì,gia súc,con bò
vivqa-dataset/images/image_466575.jpg,những gì nằm trên đường phố,vali,vali
vivqa-dataset/images/image_392642.jpg,những gì đang nằm trên chiếc ghế dài trong nhà,con chó,con mèo
vivqa-dataset/images/image_446053.jpg,những gì được thiết lập trên chân máy gần một người đàn ông mặc áo khoác đỏ và mũ bảo hiểm,máy ảnh,gấu
vivqa-dataset/images/image_366225.jpg,màn hình nào trên bàn làm việc,quả táo,máy vi tính
vivqa-dataset/images/image_366179.jpg,trạm dừng nào có xe buýt che chở,xe buýt,xe ô tô
vivqa-dataset/images/image_436603.jpg,những gì ngồi nhét vào giường,gấu,gấu
vivqa-dataset/images/image_446460.jpg,hình ảnh của trò chơi lớn bánh mì tròn bị kẹt trong tắc đường làm gì,xe tải,xe tải
vivqa-dataset/images/image_510606.jpg,những gì đứng trên tường với một bộ chia giữa chúng,bồn tiểu,con mèo
vivqa-dataset/images/image_472803.jpg,những gì chứa đầy những chiếc bánh rán có hương vị khác nhau,hộp,hộp
vivqa-dataset/images/image_572935.jpg,những gì đi qua một số cỏ,hươu cao cổ,hươu cao cổ
vivqa-dataset/images/image_574332.jpg,cặp vợ chồng đang đi và mang theo gì,chiếc ô,chiếc ô
vivqa-dataset/images/image_520561.jpg,những gì được thực hiện với bó dải gà trên đó,pizza,pizza
vivqa-dataset/images/image_548498.jpg,cái gì đang ngồi trong bát,con mèo,con mèo
vivqa-dataset/images/image_353658.jpg,người phụ nữ cầm một chấm bi màu hồng và trắng là gì,chiếc ô,chiếc ô
vivqa-dataset/images/image_544421.jpg,những gì được trang trí với cây và một dòng sông,bánh,bánh
vivqa-dataset/images/image_474246.jpg,cái gì đứng gần cây,gấu,gấu
vivqa-dataset/images/image_408542.jpg,zieber tự mình đi đâu,bãi cỏ,chuồng
vivqa-dataset/images/image_410278.jpg,những gì chứa đầy chanh và hoa màu vàng,lọ cắm hoa,cái lọ
vivqa-dataset/images/image_549882.jpg,cái gì giữ đĩa sandwich với khoai tây và bánh hạnh nhân,cái mâm,đĩa ăn
vivqa-dataset/images/image_424192.jpg,những cái nào và rỉ sét,đồ nội thất,phòng
vivqa-dataset/images/image_550707.jpg,người phụ nữ cắt cái gì,bánh,bánh
vivqa-dataset/images/image_572069.jpg,con gì đang gặm cỏ trên đồng,con bò,con bò
vivqa-dataset/images/image_572665.jpg,những gì đang nằm trên vỉa hè gần cây,vali,vali
vivqa-dataset/images/image_517596.jpg,những gì đang lái xe trên đường đua trong một thành phố,tàu hỏa,tàu hỏa
vivqa-dataset/images/image_572260.jpg,những gì chứa đầy gấu nhồi bông,cái kệ,cái kệ
vivqa-dataset/images/image_524954.jpg,những gì được hiển thị với cấu trúc sứ hiện đại,nước tiểu,phòng tắm
vivqa-dataset/images/image_472376.jpg,những người bạn tập trung ở cái gì trong khi giữ hành lý của họ,sân bay,sân bay
vivqa-dataset/images/image_384350.jpg,những gì nằm trên đường băng tại một sân bay,máy bay,máy bay
vivqa-dataset/images/image_350051.jpg,cái gì đang đứng cạnh máng nước,con ngựa,con ngựa
vivqa-dataset/images/image_459064.jpg,những gì trông tuyệt vời ra khỏi cửa sổ,con chó,con chó
vivqa-dataset/images/image_529004.jpg,nhóm động vật bao quanh những gì,xe ô tô,đường bộ
vivqa-dataset/images/image_428168.jpg,những gì đang vận chuyển nhiều mảnh khác,tàu hỏa,tàu hỏa
vivqa-dataset/images/image_522554.jpg,tuyết đã bao phủ gì trong công viên,băng ghế,băng ghế
vivqa-dataset/images/image_410023.jpg,những gì được sắp xếp mô tả bữa tiệc trà,gấu,gấu
vivqa-dataset/images/image_530220.jpg,những gì đang được hiển thị trên một nền tảng trong một sự kiện,xe máy,xe máy
vivqa-dataset/images/image_405660.jpg,công viên những gì đối mặt với một loạt các ngọn núi trên đồi,băng ghế,băng ghế
vivqa-dataset/images/image_514248.jpg,bức tượng gì trên vỉa hè đối diện với đường phố,con ngựa,con ngựa
vivqa-dataset/images/image_525322.jpg,những gì đang bay trong không khí gần nhau,máy bay,máy bay
vivqa-dataset/images/image_570782.jpg,những gì nằm mở trên bàn,máy tính,laptop
vivqa-dataset/images/image_535307.jpg,những gì bên cạnh đại dương dưới một bầu trời chứa đầy diều,bờ biển,diều
vivqa-dataset/images/image_531189.jpg,những gì đang đi bộ bởi vòi cứu hỏa đỏ,con chó,con chó
vivqa-dataset/images/image_371973.jpg,những gì chuẩn bị để cất cánh,máy bay,máy bay
vivqa-dataset/images/image_359148.jpg,những gì được hiển thị trên tòa nhà,đồng hồ,đồng hồ
vivqa-dataset/images/image_360263.jpg,cái gì đang ngồi trong một khu đất có cây cối,gấu trúc,gấu
vivqa-dataset/images/image_375691.jpg,những gì được trang trí bằng các hình ảnh và nam châm khác nhau,tủ đá,tủ lạnh
vivqa-dataset/images/image_493805.jpg,những gì đang đứng tại công viên động vật hoang dã,hươu cao cổ,hươu cao cổ
vivqa-dataset/images/image_498228.jpg,những gì đang ngồi trên đỉnh của những tảng đá lớn,con chim,con chim
vivqa-dataset/images/image_430079.jpg,đồng hồ và tranh cũ dòng những gì,tường,đồng hồ
vivqa-dataset/images/image_508580.jpg,những gì đang đi qua cây bụi xanh,hươu cao cổ,hươu cao cổ
vivqa-dataset/images/image_460373.jpg,những gì xếp hàng tại một sân bay với đường chân trời thành phố trong nền,máy bay,máy bay
vivqa-dataset/images/image_461172.jpg,"những gì chứa đầy cà rốt, chuối và các loại thực phẩm",bát,đĩa ăn
vivqa-dataset/images/image_469130.jpg,những gì xếp hàng tại một nhà ga sân bay,máy bay,máy bay
vivqa-dataset/images/image_493395.jpg,có gì ở đó và,bông hoa,con chó
vivqa-dataset/images/image_458810.jpg,những gì dường như được cắm vào sạc,máy ảnh,máy ảnh
vivqa-dataset/images/image_434581.jpg,người mặc những gì đang cưỡi một chiếc xe máy,mũ,mũ
vivqa-dataset/images/image_353695.jpg,những gì đang chăn thả trên bãi cỏ cao bên sườn đồi đá,con cừu,con cừu
vivqa-dataset/images/image_521879.jpg,những người mặc váy kiểu phương tây cũ đứng sang một bên cái gì,đường bộ,con ngựa
vivqa-dataset/images/image_450762.jpg,những gì mặc quần áo như những người lính trong một chiếc thuyền,gấu,gấu
vivqa-dataset/images/image_482487.jpg,những gì sau cửa sổ kính,đồng hồ,đồng hồ
vivqa-dataset/images/image_467031.jpg,những gì đang đi xuống một đường ray gần một nền tảng,tàu hỏa,tàu hỏa
vivqa-dataset/images/image_515755.jpg,những gì nằm dài trên chiếc ghế dài,gấu,gấu
vivqa-dataset/images/image_343934.jpg,những gì được hiển thị trong một lối vào được bao phủ bởi graffiti,xe máy,xe máy
vivqa-dataset/images/image_431570.jpg,người đàn ông đang cưỡi ngựa là gì,xe máy,xe máy
vivqa-dataset/images/image_350794.jpg,con gấu nào đang thư giãn trên mỏm đá trong bóng râm,gấu trúc,gấu
vivqa-dataset/images/image_541267.jpg,điều gì đang xem nó,con mèo,con mèo
vivqa-dataset/images/image_366256.jpg,những gì vượt qua bởi ngọn tháp và tháp,tòa tháp,tòa tháp
vivqa-dataset/images/image_500211.jpg,những gì gấp trước một ngôi nhà lớn với nhiều cửa sổ,chiếc ô,bức ảnh
vivqa-dataset/images/image_338325.jpg,cái gì bay qua bầu trời ở một góc,máy bay,máy bay
vivqa-dataset/images/image_576398.jpg,những gì đang tìm kiếm một số con mồi,con chim,con chim
vivqa-dataset/images/image_436413.jpg,những gì nằm trên gối trên giường,gấu,gấu
vivqa-dataset/images/image_374333.jpg,cái gì trên cái bàn màu nâu,máy tính,laptop
vivqa-dataset/images/image_489815.jpg,tòa nhà màu nâu có đặc điểm gì ở hai mặt của nó,đồng hồ,màu tía
vivqa-dataset/images/image_505286.jpg,cái gì đang ngồi trên bàn phím của máy tính xách tay,con mèo,con mèo
vivqa-dataset/images/image_391371.jpg,những gì ngồi trong bê tông với cỏ phía sau,băng ghế,băng ghế
vivqa-dataset/images/image_498280.jpg,công nhân đưa gì vào lò nướng bánh pizza bằng đất sét,mái chèo,đồ chơi
vivqa-dataset/images/image_444565.jpg,phòng khách có gì với các loại vải / thảm trong các vòng tròn và sọc màu rực rỡ,đồ nội thất,bức ảnh
vivqa-dataset/images/image_562345.jpg,người phụ nữ trong một chiếc áo mưa màu vàng dùng cái gì,điện thoại,điện thoại
vivqa-dataset/images/image_395113.jpg,những gì đang làm theo cách dọc theo một con đường,xe buýt,xe buýt
vivqa-dataset/images/image_569273.jpg,những gì được sơn vàng và cam,vòi,vòi
vivqa-dataset/images/image_401446.jpg,nữ thanh niên trong một chiếc váy màu hồng đang giữ gì,chiếc ô,chiếc ô
vivqa-dataset/images/image_364699.jpg,cái gì đang ngồi trên cái bàn trắng,lọ cắm hoa,cái lọ
vivqa-dataset/images/image_490794.jpg,điều gì hiển thị bao nhiêu chỗ đậu xe còn lại trong một nhà để xe,bảng hiệu,một
vivqa-dataset/images/image_373753.jpg,những gì được dán trên bức tường vỉa hè,những bức ảnh,tường
vivqa-dataset/images/image_574805.jpg,cô gái cầm những gì đi dọc theo một bãi biển phía trước,diều,chiếc ô
vivqa-dataset/images/image_534045.jpg,những gì treo từ bài trang trí nhỏ trong một sân,bông hoa,vòi
vivqa-dataset/images/image_399538.jpg,những gì được buộc vào bến tàu,con thuyền,con thuyền
vivqa-dataset/images/image_470117.jpg,nhiều người đang chơi gì trên bãi cỏ,dĩa nhựa,dĩa nhựa
vivqa-dataset/images/image_417265.jpg,những gì nằm ở phía trước của một đồng hồ đỗ xe,tòa nhà,tòa nhà
vivqa-dataset/images/image_572734.jpg,những gì được hiển thị với chiếc vali trên cùng với nhiều quần áo trên đó,phòng ngủ,phòng ngủ
vivqa-dataset/images/image_474253.jpg,người phụ nữ cưỡi những gì bắn tung tóe qua một vũng nước lớn,con ngựa,con ngựa
vivqa-dataset/images/image_408439.jpg,những gì bao quanh bởi những ngọn núi được bao phủ trên cây đẹp,hồ,con thuyền
vivqa-dataset/images/image_357944.jpg,cái gì đậu ở phía trước của một tòa nhà,xe ô tô,xe ô tô
vivqa-dataset/images/image_533129.jpg,những gì chứa đầy đồ nội thất và một chiếc đồng hồ treo tường được bao phủ trong những ngôi sao trắng,phòng,phòng
vivqa-dataset/images/image_540253.jpg,những gì chứa đầy những sinh viên nhìn chằm chằm và xung quanh một bảng đầy máy tính xách tay mở,lớp học,cái bàn
vivqa-dataset/images/image_373519.jpg,cái gì đậu trên dây điện thoại phía trên biển báo đường phố,con chim,con chim
vivqa-dataset/images/image_576941.jpg,những gì nằm ở phía trước một bức tường gạch,băng ghế,băng ghế
vivqa-dataset/images/image_411303.jpg,mọi người sử dụng những gì và theo dõi một bài thuyết trình trong một lớp học,laptop,máy tính
vivqa-dataset/images/image_466339.jpg,những gì đang đứng ở ngưỡng cửa của ngôi nhà,con mèo,con mèo
vivqa-dataset/images/image_388374.jpg,"khu nghỉ dưỡng nào, với chiếc ô nhiều màu cho bóng râm",bờ biển,chiếc ô
vivqa-dataset/images/image_497145.jpg,con ngựa lớn kéo cái gì với một người trong đó,xe đẩy,con ngựa
vivqa-dataset/images/image_349590.jpg,"người đó cầm gì trước một người phụ nữ đang ngồi đánh răng,",máy ảnh,máy ảnh
vivqa-dataset/images/image_435299.jpg,những gì về việc nhảy lên sàn gạch từ giường,con mèo,con mèo
vivqa-dataset/images/image_384823.jpg,những gì nằm trên bàn gỗ nhỏ,máy vi tính,máy tính
vivqa-dataset/images/image_453390.jpg,những gì sơn màu vàng và đỏ trên cỏ,vòi,vòi
vivqa-dataset/images/image_561050.jpg,những gì nằm cùng nhau trong một cánh đồng cỏ,hươu cao cổ,hươu cao cổ
vivqa-dataset/images/image_549048.jpg,những gì đỗ trước một trạm xe buýt trên đường phố,xe buýt,xe buýt
vivqa-dataset/images/image_570755.jpg,những gì đang đỗ trên dòng kẻ,xe tải,xe tải
vivqa-dataset/images/image_403907.jpg,băng ghế đỏ ngồi dưới ánh sáng neon cao là gì,các tòa nhà,sân
vivqa-dataset/images/image_338592.jpg,có cái gì đứng trên bầu trời cao,tòa tháp,tòa tháp
vivqa-dataset/images/image_392850.jpg,có gì đang ngồi cạnh một thớt,trái cây,hoa quả
vivqa-dataset/images/image_421681.jpg,có gì được xếp chồng lên nhau trên một hộp,vali,vali
vivqa-dataset/images/image_411958.jpg,những gì đang đi xuống các bài hát gần một nền tảng tải,tàu hỏa,xe lửa
vivqa-dataset/images/image_479858.jpg,thịt đã lắp đầy cái gì cạnh một chén ớt,sandwich,bữa ăn
vivqa-dataset/images/image_506587.jpg,những gì chứa đầy hoa màu đỏ và trắng,lọ cắm hoa,lọ cắm hoa
vivqa-dataset/images/image_422836.jpg,người đàn ông đang giữ gì ở ngã tư thành phố,vali,vali
vivqa-dataset/images/image_361623.jpg,người đàn ông đang chơi trò ném đĩa giữa cái gì vậy,cây,quả bóng
vivqa-dataset/images/image_397322.jpg,những gì đang mở và hiển thị thức ăn bên trong,tủ lạnh,tủ lạnh
vivqa-dataset/images/image_424601.jpg,mọi người xem những gì bay cao trong không khí trên một bãi biển,diều,diều
vivqa-dataset/images/image_509589.jpg,cậu bé đang cưỡi trên vỉa hè là gì,ván trượt,ván trượt
vivqa-dataset/images/image_554607.jpg,những gì đang được nấu bên cạnh những thùng toppings,con chó,con chó
vivqa-dataset/images/image_470766.jpg,người thả trong công viên là gì,diều,diều
vivqa-dataset/images/image_381971.jpg,cái xe kéo gì gần vòi cứu hỏa bên lề đường,con ngựa,con ngựa
vivqa-dataset/images/image_449634.jpg,những gì chạy bên nhau trong thành phố,xe lửa,xe lửa
vivqa-dataset/images/image_428856.jpg,những gì được cập cảng tại bến tàu trong một bến cảng,cửa tiệm,con chim
vivqa-dataset/images/image_512337.jpg,những gì đậu trên đỉnh cây đầy lá,con chim,con chim
vivqa-dataset/images/image_408830.jpg,đỗ xe được trưng bày trong cánh đồng này,xe máy,xe máy
vivqa-dataset/images/image_441577.jpg,những gì được lật mở tiết lộ tin nhắn,điện thoại,điện thoại
vivqa-dataset/images/image_469480.jpg,những gì đang thư giãn trên một tay cầm xe đạp,con chim,con chim
vivqa-dataset/images/image_465074.jpg,người phụ nữ bán trên đường là gì,chiếc ô,chiếc ô
vivqa-dataset/images/image_346788.jpg,thiếu nữ trang điểm cầm cái gì,sandwich,sandwich
vivqa-dataset/images/image_364010.jpg,cái gì đang ngồi ở ghế sau của một chiếc ô tô,con chó,con chó
vivqa-dataset/images/image_495984.jpg,những gì nằm trong góc của phòng tắm,nhà vệ sinh,nhà vệ sinh
vivqa-dataset/images/image_564301.jpg,những gì đang vui vẻ đi trên cánh đồng cỏ,con cừu,con cừu
vivqa-dataset/images/image_534349.jpg,những gì giữ một tay quay xe đạp với một đôi giày và áo,hộp,vali
vivqa-dataset/images/image_498716.jpg,những gì đang nằm trên cửa sổ nhìn nhau,con mèo,con mèo
vivqa-dataset/images/image_334609.jpg,người phụ nữ cầm thứ đi trên đường phố,điện thoại,chiếc ô
vivqa-dataset/images/image_536708.jpg,những gì hiển thị hai loại thịt nướng khác nhau,đĩa ăn,đĩa ăn
vivqa-dataset/images/image_545363.jpg,những gì rơi vào vết nứt trong nhựa đường,băng ghế,băng ghế
vivqa-dataset/images/image_497501.jpg,"những gì phủ với khoai tây chiên, rửa hành tây và rau",đĩa ăn,đĩa ăn
vivqa-dataset/images/image_505286.jpg,những gì đang nằm trên máy tính xách tay được vuốt ve,con mèo,con mèo
vivqa-dataset/images/image_506748.jpg,bình đỏ và đen giữ gì,hoa hồng,bông hoa
vivqa-dataset/images/image_540694.jpg,những gì đang đi bộ bởi các phương tiện đang đỗ,hươu cao cổ,hươu cao cổ
vivqa-dataset/images/image_424545.jpg,những gì nằm trên gờ cửa sổ đầy nắng,con mèo,con mèo
vivqa-dataset/images/image_520561.jpg,những gì đầy pizza với thịt gà và rau trên nó,đĩa ăn,đĩa ăn
vivqa-dataset/images/image_363207.jpg,vợ chồng mới cho ăn gì khi nhiếp ảnh gia chụp ảnh,bánh,bánh
vivqa-dataset/images/image_368096.jpg,"thứ gì nằm trên hai quả chanh, tất cả đều nằm trong một cái bát xù",quả cam,quả bóng
vivqa-dataset/images/image_528496.jpg,những gì nằm trên tấm trắng với các sọc màu tối,sandwich,sandwich
vivqa-dataset/images/image_520109.jpg,những gì trên các ô vuông đầy màu sắc trong một cánh đồng xanh,chiếc ô,chiếc ô
vivqa-dataset/images/image_358664.jpg,anh ấy đậu cái gì vậy,ván trượt,ván trượt
vivqa-dataset/images/image_516404.jpg,cái gì với vải kaki và trắng trên đó,giường,giường
vivqa-dataset/images/image_352476.jpg,những gì gắn ở phía trước của nó,xe buýt,xe đạp
vivqa-dataset/images/image_408542.jpg,những gì đang uốn cong để ăn một ngụm cỏ,ngựa rằn,ngựa rằn
vivqa-dataset/images/image_495388.jpg,những gì đang ngồi trên một thùng chứa bọt,con chó,sandwich
vivqa-dataset/images/image_519598.jpg,những gì gắn vào bên của một bức tường,đồng hồ,đồng hồ
vivqa-dataset/images/image_556240.jpg,tháp gì bên cạnh vòng đu quay,đồng hồ,cây
vivqa-dataset/images/image_453369.jpg,những gì đang mặc cà vạt trang trí,con mèo,con mèo
vivqa-dataset/images/image_346865.jpg,những gì đang nhìn ra ngoài cửa sổ,con mèo,con mèo
vivqa-dataset/images/image_433192.jpg,cái gì đang ngồi mở trên giường,máy vi tính,phòng
vivqa-dataset/images/image_470885.jpg,những gì đang ngồi trên một bãi biển,con thuyền,con ngựa
vivqa-dataset/images/image_419379.jpg,những gì hiển thị trên quầy,donut,donut
vivqa-dataset/images/image_362189.jpg,cái gì trong giỏ đan bằng liễu gai màu nâu,chuối,cái rổ
vivqa-dataset/images/image_484225.jpg,có bốn động cơ tàu kéo những gì,xe ô tô,động cơ
vivqa-dataset/images/image_464018.jpg,những gấu mặc trang phục gì ngồi cạnh tấm tường,đồ chơi,gấu
vivqa-dataset/images/image_518592.jpg,"cái bàn có một chiếc bánh sandwich, ly bia với cái gì",laptop,laptop
vivqa-dataset/images/image_349837.jpg,những gì được xếp hàng bởi bức tường,tủ lạnh,tủ đá
vivqa-dataset/images/image_572604.jpg,những gì đang đỗ bên cạnh tòa nhà với nhiều cửa sổ,xe ô tô,xe
vivqa-dataset/images/image_486774.jpg,người đàn ông cưỡi những gì với cánh tay của mình vươn ra,ván lướt sóng,ván lướt sóng
vivqa-dataset/images/image_373846.jpg,có gì trên đường băng của sân bay,máy bay,máy bay
vivqa-dataset/images/image_487295.jpg,những gì với hamburger và một dưa chua,đĩa ăn,sandwich
vivqa-dataset/images/image_454982.jpg,những gì ngồi cạnh nhau trên bàn,máy tính,laptop
vivqa-dataset/images/image_385625.jpg,có gì sẵn sàng để cất cánh đường băng,máy bay,máy bay
vivqa-dataset/images/image_463522.jpg,những gì đi qua khu vực bận rộn trong một thành phố,xe,con ngựa
vivqa-dataset/images/image_513567.jpg,người phụ nữ đang ăn gì khi đi bộ,con chó,con chó
vivqa-dataset/images/image_351930.jpg,cái gì đậu sau hàng rào với mọi người đang nhìn nó,máy bay,máy bay
vivqa-dataset/images/image_450223.jpg,đỗ những gì đang đỗ trong lô trạm xăng,xe ô tô,xe ô tô
vivqa-dataset/images/image_474788.jpg,máy bay màu vàng bay trên đầu cái gì,cây,máy bay
vivqa-dataset/images/image_539089.jpg,những gì giữ hai khay nướng thực phẩm,lò vi sóng,lò vi sóng
vivqa-dataset/images/image_336464.jpg,những gì xe kiểu cách lái xe trên một con phố,xe đẩy,xe ô tô
vivqa-dataset/images/image_341603.jpg,người phụ nữ cầm gì bằng hai tay,donut,donut
vivqa-dataset/images/image_519673.jpg,những gì dừng lại trong ga tàu,đầu máy,tàu hỏa
vivqa-dataset/images/image_532085.jpg,những gì trông giống như mờ khi nó tăng tốc,xe ô tô,xe ô tô
vivqa-dataset/images/image_553511.jpg,những gì đang đi qua một ngã tư đường phố với các tòa nhà văn phòng trong nền,xe ô tô,xe ô tô
vivqa-dataset/images/image_423919.jpg,cậu bé sử dụng gì,điện thoại,điện thoại
vivqa-dataset/images/image_400052.jpg,những gì chứa đầy nhiều hoa màu khác nhau,chai,lọ cắm hoa
vivqa-dataset/images/image_336320.jpg,những gì được phủ lên với một số thành phần ngon,con chó,sandwich
vivqa-dataset/images/image_489257.jpg,những gì nằm trong cửa sổ vào một ngày nắng,con mèo,con mèo
vivqa-dataset/images/image_456865.jpg,những gì nằm trên đường băng lớn,máy bay,máy bay
vivqa-dataset/images/image_578813.jpg,người đàn ông cưỡi những gì xuống dốc tuyết phủ,ván trượt,ván trượt
vivqa-dataset/images/image_386589.jpg,nữ cưỡi ngựa cho thấy những gì thông qua những bước đi của nó,con ngựa,quả bóng
vivqa-dataset/images/image_519361.jpg,cái gì đang đỗ trên đường,xe cộ,xe tải
vivqa-dataset/images/image_574725.jpg,động vật di chuyển nhẹ nhàng và duyên dáng là gì,hươu cao cổ,hươu cao cổ
vivqa-dataset/images/image_364557.jpg,mặt trời lặn trên bãi biển và những người lướt sóng đang đi bộ là gì,bờ biển,ván lướt sóng
vivqa-dataset/images/image_399567.jpg,những gì đang ngồi trên đường đua tại một trạm,xe ô tô,tàu hỏa
vivqa-dataset/images/image_506723.jpg,người phụ nữ với chiếc ví màu xanh đang vuốt ve cái gì,con bò,con bò
vivqa-dataset/images/image_444682.jpg,những gì lộn xộn với giấy tờ vô tổ chức và một sổ địa chỉ,cái bàn,cái bàn
vivqa-dataset/images/image_409921.jpg,những gì đang lên dọc theo một con đường thành phố,xe buýt,xe buýt
vivqa-dataset/images/image_498196.jpg,những gì đang đi bộ cùng nhau trên cánh đồng,hươu cao cổ,hươu cao cổ
vivqa-dataset/images/image_374087.jpg,những gì chứa đầy trái cây tươi và rau quả,hộp,hộp
vivqa-dataset/images/image_454750.jpg,cái đầu của nó trên một con ngựa vằn nhỏ hơn,ngựa rằn,ngựa vằn
vivqa-dataset/images/image_452836.jpg,người phụ nữ mặc những gì đang giữ một chiếc ô,đầm,chiếc ô
vivqa-dataset/images/image_344633.jpg,hai người đội mũ bảo hiểm đang cưỡi cái gì ,con ngựa,con ngựa
